Price,end_date,start_date,Categories,lat,lon,Grocery or Liquor,id,storetype
,2017,2016,Liquor nan,37.794395,-122.403091,Liquor,061100,liq
2.0,2017,2015,Liquor 2.0,37.786756,-122.433409,Liquor,015200,high_end_liq
2.0,2016,2016,Grocery 2.0,37.765894,-122.424159,Grocery,020200,high_end_groc
2.0,2017,2016,Liquor 2.0,37.77294000000001,-122.423629,Liquor,016802,high_end_liq
2.0,2017,2016,Grocery 2.0,37.760036,-122.4236,Grocery,020700,high_end_groc
2.0,2017,2016,Grocery 2.0,37.760036,-122.4236,Grocery,020700,high_end_groc
2.0,2017,2016,Grocery 2.0,37.760036,-122.4236,Grocery,020700,high_end_groc
2.0,2017,2016,Grocery 2.0,37.784114,-122.420997,Grocery,012202,high_end_groc
3.0,2017,2016,Liquor 3.0,37.78292800000001,-122.415777,Liquor,012401,high_end_liq
1.0,2017,2016,Grocery 1.0,37.775529,-122.431155,Grocery,016300,low_end_groc
1.0,2017,2016,Grocery 1.0,37.752192,-122.419343,Grocery,020900,low_end_groc
1.0,2017,2016,Grocery 1.0,37.724031,-122.402125,Grocery,025800,low_end_groc
2.0,2017,2015,Grocery 2.0,37.734897,-122.416896,Grocery,025403,high_end_groc
,2017,2016,Grocery nan,37.726197,-122.386615,Grocery,023200,groc
